period,position,final_seniority,final_salary
2017_H1,Data Scientist / Data Analyst,junior,1200
2017_H1,Data Scientist / Data Analyst,junior,1200
2017_H1,Data Scientist / Data Analyst,junior,1500
2017_H1,Data Scientist / Data Analyst,junior,700
2017_H1,Data Scientist / Data Analyst,middle,350
2017_H1,Data Scientist / Data Analyst,junior,1110
2017_H1,Data Scientist / Data Analyst,junior,1000
2017_H1,Data Scientist / Data Analyst,junior,1500
2017_H1,Data Scientist / Data Analyst,senior,3000
2017_H1,Data Scientist / Data Analyst,junior,1500
2017_H1,Data Scientist / Data Analyst,senior,3000
2017_H1,Data Scientist / Data Analyst,middle,1600
2017_H1,Data Scientist / Data Analyst,middle,850
2017_H1,Data Scientist / Data Analyst,junior,310
2017_H1,Data Scientist / Data Analyst,junior,400
2017_H1,Data Scientist / Data Analyst,junior,270
2017_H1,Data Scientist / Data Analyst,senior,3900
2017_H1,Data Scientist / Data Analyst,junior,800
2017_H1,Data Scientist / Data Analyst,junior,700
2017_H1,Data Scientist / Data Analyst,senior,3900
2017_H1,Data Scientist / Data Analyst,junior,2000
2017_H1,Data Scientist / Data Analyst,middle,8000
2017_H1,Data Scientist / Data Analyst,middle,2700
2017_H1,Data Scientist / Data Analyst,junior,400
2017_H1,Data Scientist / Data Analyst,junior,770
2017_H1,Data Scientist / Data Analyst,junior,150
2017_H1,Data Scientist / Data Analyst,middle,2000
2017_H1,Data Scientist / Data Analyst,junior,1700
2017_H1,Data Scientist / Data Analyst,junior,800
2017_H1,Data Scientist / Data Analyst,middle,2000
2017_H1,Data Scientist / Data Analyst,middle,3700
2017_H1,Data Scientist / Data Analyst,middle,1700
2017_H1,Data Scientist / Data Analyst,middle,1000
2017_H1,Data Scientist / Data Analyst,junior,500
2017_H1,Data Scientist / Data Analyst,middle,650
2017_H1,Data Scientist / Data Analyst,middle,1200
2017_H1,Data Scientist / Data Analyst,junior,560
2017_H1,Data Scientist / Data Analyst,middle,1300
2017_H1,Data Scientist / Data Analyst,junior,350
2017_H1,Data Scientist / Data Analyst,middle,3000
2017_H2,Data Scientist / Data Analyst,junior,1100
2017_H2,Data Scientist / Data Analyst,junior,500
2017_H2,Data Scientist / Data Analyst,junior,250
2017_H2,Data Scientist / Data Analyst,middle,1700
2017_H2,Data Scientist / Data Analyst,senior,3200
2017_H2,Data Scientist / Data Analyst,junior,1000
2017_H2,Data Scientist / Data Analyst,junior,200
2017_H2,Data Scientist / Data Analyst,junior,500
2017_H2,Data Scientist / Data Analyst,junior,1500
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,junior,600
2017_H2,Data Scientist / Data Analyst,middle,1200
2017_H2,Data Scientist / Data Analyst,junior,300
2017_H2,Data Scientist / Data Analyst,junior,550
2017_H2,Data Scientist / Data Analyst,middle,700
2017_H2,Data Scientist / Data Analyst,junior,2000
2017_H2,Data Scientist / Data Analyst,middle,1600
2017_H2,Data Scientist / Data Analyst,senior,4100
2017_H2,Data Scientist / Data Analyst,junior,1500
2017_H2,Data Scientist / Data Analyst,junior,930
2017_H2,Data Scientist / Data Analyst,middle,622
2017_H2,Data Scientist / Data Analyst,middle,2350
2017_H2,Data Scientist / Data Analyst,junior,800
2017_H2,Data Scientist / Data Analyst,senior,4750
2017_H2,Data Scientist / Data Analyst,middle,1900
2017_H2,Data Scientist / Data Analyst,middle,1500
2017_H2,Data Scientist / Data Analyst,junior,800
2017_H2,Data Scientist / Data Analyst,junior,380
2017_H2,Data Scientist / Data Analyst,senior,3500
2017_H2,Data Scientist / Data Analyst,junior,250
2017_H2,Data Scientist / Data Analyst,junior,500
2017_H2,Data Scientist / Data Analyst,middle,1500
2017_H2,Data Scientist / Data Analyst,junior,650
2017_H2,Data Scientist / Data Analyst,middle,4200
2017_H2,Data Scientist / Data Analyst,middle,4500
2017_H2,Data Scientist / Data Analyst,junior,2000
2017_H2,Data Scientist / Data Analyst,middle,2500
2017_H2,Data Scientist / Data Analyst,middle,2400
2017_H2,Data Scientist / Data Analyst,junior,1300
2017_H2,Data Scientist / Data Analyst,middle,4725
2017_H2,Data Scientist / Data Analyst,junior,250
2017_H2,Data Scientist / Data Analyst,junior,300
2017_H2,Data Scientist / Data Analyst,junior,625
2017_H2,Data Scientist / Data Analyst,middle,2800
2017_H2,Data Scientist / Data Analyst,junior,300
2017_H2,Data Scientist / Data Analyst,middle,3300
2017_H2,Data Scientist / Data Analyst,junior,1300
2017_H2,Data Scientist / Data Analyst,junior,1000
2017_H2,Data Scientist / Data Analyst,junior,1700
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,junior,750
2017_H2,Data Scientist / Data Analyst,junior,1500
2017_H2,Data Scientist / Data Analyst,junior,320
2017_H2,Data Scientist / Data Analyst,junior,250
2017_H2,Data Scientist / Data Analyst,junior,1000
2017_H2,Data Scientist / Data Analyst,senior,4500
2017_H2,Data Scientist / Data Analyst,junior,1200
2017_H2,Data Scientist / Data Analyst,junior,2300
2017_H2,Data Scientist / Data Analyst,junior,900
2017_H2,Data Scientist / Data Analyst,middle,3400
2017_H2,Data Scientist / Data Analyst,middle,850
2017_H2,Data Scientist / Data Analyst,middle,1970
2017_H2,Data Scientist / Data Analyst,junior,1900
2017_H2,Data Scientist / Data Analyst,junior,260
2017_H2,Data Scientist / Data Analyst,junior,475
2017_H2,Data Scientist / Data Analyst,junior,650
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,junior,1150
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,senior,4000
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,junior,1200
2017_H2,Data Scientist / Data Analyst,junior,900
2017_H2,Data Scientist / Data Analyst,junior,2000
2017_H2,Data Scientist / Data Analyst,junior,380
2017_H2,Data Scientist / Data Analyst,middle,2000
2017_H2,Data Scientist / Data Analyst,middle,2250
2017_H2,Data Scientist / Data Analyst,junior,770
2017_H2,Data Scientist / Data Analyst,junior,1200
2017_H2,Data Scientist / Data Analyst,junior,300
2017_H2,Data Scientist / Data Analyst,junior,400
2017_H2,Data Scientist / Data Analyst,senior,3000
2017_H2,Data Scientist / Data Analyst,junior,500
2017_H2,Data Scientist / Data Analyst,middle,1000
2017_H2,Data Scientist / Data Analyst,middle,2800
2017_H2,Data Scientist / Data Analyst,junior,1200
2018_H1,Data Scientist / Data Analyst,junior,1000
2018_H1,Data Scientist / Data Analyst,senior,4400
2018_H1,Data Scientist / Data Analyst,middle,2600
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,middle,2400
2018_H1,Data Scientist / Data Analyst,middle,4500
2018_H1,Data Scientist / Data Analyst,junior,2200
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,junior,950
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,senior,3050
2018_H1,Data Scientist / Data Analyst,middle,2800
2018_H1,Data Scientist / Data Analyst,senior,4500
2018_H1,Data Scientist / Data Analyst,junior,600
2018_H1,Data Scientist / Data Analyst,junior,250
2018_H1,Data Scientist / Data Analyst,middle,3000
2018_H1,Data Scientist / Data Analyst,junior,2100
2018_H1,Data Scientist / Data Analyst,middle,2700
2018_H1,Data Scientist / Data Analyst,senior,3000
2018_H1,Data Scientist / Data Analyst,middle,2000
2018_H1,Data Scientist / Data Analyst,junior,1200
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,middle,1863
2018_H1,Data Scientist / Data Analyst,junior,2340
2018_H1,Data Scientist / Data Analyst,middle,5000
2018_H1,Data Scientist / Data Analyst,middle,1500
2018_H1,Data Scientist / Data Analyst,junior,650
2018_H1,Data Scientist / Data Analyst,middle,2300
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,middle,3500
2018_H1,Data Scientist / Data Analyst,junior,1100
2018_H1,Data Scientist / Data Analyst,junior,300
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,middle,1500
2018_H1,Data Scientist / Data Analyst,junior,500
2018_H1,Data Scientist / Data Analyst,middle,2800
2018_H1,Data Scientist / Data Analyst,junior,1200
2018_H1,Data Scientist / Data Analyst,junior,250
2018_H1,Data Scientist / Data Analyst,junior,1000
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,junior,1000
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,senior,4750
2018_H1,Data Scientist / Data Analyst,junior,600
2018_H1,Data Scientist / Data Analyst,junior,340
2018_H1,Data Scientist / Data Analyst,junior,500
2018_H1,Data Scientist / Data Analyst,middle,3500
2018_H1,Data Scientist / Data Analyst,middle,2800
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,junior,1600
2018_H1,Data Scientist / Data Analyst,senior,4500
2018_H1,Data Scientist / Data Analyst,senior,3600
2018_H1,Data Scientist / Data Analyst,senior,6000
2018_H1,Data Scientist / Data Analyst,junior,585
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,junior,475
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,middle,2500
2018_H1,Data Scientist / Data Analyst,junior,1300
2018_H1,Data Scientist / Data Analyst,junior,200
2018_H1,Data Scientist / Data Analyst,middle,3500
2018_H1,Data Scientist / Data Analyst,junior,300
2018_H1,Data Scientist / Data Analyst,junior,2600
2018_H1,Data Scientist / Data Analyst,junior,1050
2018_H1,Data Scientist / Data Analyst,junior,1000
2018_H1,Data Scientist / Data Analyst,junior,300
2018_H1,Data Scientist / Data Analyst,junior,150
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,middle,650
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,junior,500
2018_H1,Data Scientist / Data Analyst,junior,400
2018_H1,Data Scientist / Data Analyst,junior,350
2018_H1,Data Scientist / Data Analyst,junior,1100
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,junior,2200
2018_H1,Data Scientist / Data Analyst,junior,2100
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,junior,550
2018_H1,Data Scientist / Data Analyst,junior,600
2018_H1,Data Scientist / Data Analyst,senior,4400
2018_H1,Data Scientist / Data Analyst,middle,4000
2018_H1,Data Scientist / Data Analyst,junior,500
2018_H1,Data Scientist / Data Analyst,junior,400
2018_H1,Data Scientist / Data Analyst,middle,1700
2018_H1,Data Scientist / Data Analyst,middle,1700
2018_H1,Data Scientist / Data Analyst,middle,4000
2018_H1,Data Scientist / Data Analyst,middle,1700
2018_H1,Data Scientist / Data Analyst,senior,4750
2018_H1,Data Scientist / Data Analyst,junior,900
2018_H1,Data Scientist / Data Analyst,senior,4100
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,middle,2150
2018_H1,Data Scientist / Data Analyst,junior,800
2018_H1,Data Scientist / Data Analyst,junior,1800
2018_H1,Data Scientist / Data Analyst,junior,850
2018_H1,Data Scientist / Data Analyst,senior,6000
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,junior,2000
2018_H1,Data Scientist / Data Analyst,middle,2500
2018_H1,Data Scientist / Data Analyst,junior,1300
2018_H1,Data Scientist / Data Analyst,junior,700
2018_H1,Data Scientist / Data Analyst,junior,1800
2018_H1,Data Scientist / Data Analyst,junior,2100
2018_H1,Data Scientist / Data Analyst,middle,7000
2018_H1,Data Scientist / Data Analyst,junior,600
2018_H1,Data Scientist / Data Analyst,junior,1500
2018_H1,Data Scientist / Data Analyst,middle,2800
2018_H2,Data Scientist / Data Analyst,junior,530
2018_H2,Data Scientist / Data Analyst,senior,7000
2018_H2,Data Scientist / Data Analyst,senior,5800
2018_H2,Data Scientist / Data Analyst,junior,2200
2018_H2,Data Scientist / Data Analyst,junior,1000
2018_H2,Data Scientist / Data Analyst,junior,1000
2018_H2,Data Scientist / Data Analyst,middle,3500
2018_H2,Data Scientist / Data Analyst,senior,7500
2018_H2,Data Scientist / Data Analyst,junior,700
2018_H2,Data Scientist / Data Analyst,junior,1200
2018_H2,Data Scientist / Data Analyst,junior,1300
2018_H2,Data Scientist / Data Analyst,junior,1600
2018_H2,Data Scientist / Data Analyst,middle,2200
2018_H2,Data Scientist / Data Analyst,middle,550
2018_H2,Data Scientist / Data Analyst,middle,3500
2018_H2,Data Scientist / Data Analyst,junior,500
2018_H2,Data Scientist / Data Analyst,junior,950
2018_H2,Data Scientist / Data Analyst,junior,680
2018_H2,Data Scientist / Data Analyst,senior,3200
2018_H2,Data Scientist,junior,700
2018_H2,Data Scientist,junior,900
2018_H2,Data Scientist,middle,2650
2018_H2,Data Scientist / Data Analyst,middle,320
2018_H2,Data Scientist / Data Analyst,junior,700
2018_H2,Data Scientist / Data Analyst,junior,1300
2018_H2,Data Scientist / Data Analyst,middle,3400
2018_H2,Data Scientist / Data Analyst,junior,900
2018_H2,Data Scientist / Data Analyst,junior,475
2018_H2,Data Scientist / Data Analyst,middle,1100
2018_H2,Data Scientist / Data Analyst,junior,2800
2018_H2,Data Scientist / Data Analyst,junior,650
2018_H2,Data Scientist / Data Analyst,junior,1262
2018_H2,Data Scientist / Data Analyst,junior,600
2018_H2,Data Scientist / Data Analyst,middle,1100
2018_H2,Data Scientist / Data Analyst,junior,600
2018_H2,Data Scientist / Data Analyst,junior,336
2018_H2,Data Scientist / Data Analyst,junior,1500
2018_H2,Data Scientist / Data Analyst,junior,800
2018_H2,Data Scientist / Data Analyst,junior,1600
2018_H2,Data Scientist / Data Analyst,middle,4000
2018_H2,Data Scientist / Data Analyst,middle,2500
2018_H2,Data Scientist / Data Analyst,middle,3000
2018_H2,Data Scientist / Data Analyst,junior,430
2018_H2,Data Scientist / Data Analyst,junior,500
2018_H2,Data Scientist / Data Analyst,junior,2800
2018_H2,Data Scientist / Data Analyst,middle,4500
2018_H2,Data Scientist / Data Analyst,middle,4000
2018_H2,Data Scientist / Data Analyst,middle,1600
2018_H2,Data Scientist,junior,480
2018_H2,Data Scientist / Data Analyst,middle,1600
2018_H2,Data Scientist,middle,2800
2018_H2,Data Scientist / Data Analyst,junior,500
2018_H2,Data Scientist,senior,3050
2018_H2,Data Scientist,middle,3500
2018_H2,Data Scientist,junior,700
2018_H2,Data Scientist,junior,900
2018_H2,Data Scientist,junior,1140
2018_H2,Data Scientist,junior,1350
2018_H2,Data Scientist,junior,800
2018_H2,Data Scientist,middle,4200
2018_H2,Data Scientist,middle,4000
2018_H2,Data Scientist,junior,1500
2018_H2,Data Scientist,middle,6750
2018_H2,Data Scientist,junior,2300
2018_H2,Data Scientist,junior,500
2018_H2,Data Scientist,middle,3000
